Date,Price,Open,High,Low,Vol.,Change %
15-Jan-21,143.772,152.548,155.621,130.56,387.07M,-5.79%
14-Jan-21,152.611,147.381,156.862,143.742,334.66M,3.58%
13-Jan-21,147.34,133.418,148.419,126.005,356.74M,10.46%
12-Jan-21,133.39,138.889,146.727,128.189,468.78M,-4.01%
11-Jan-21,138.968,170.201,170.548,112.897,705.72M,-18.33%
10-Jan-21,170.162,177.187,185.671,162.1,453.61M,-3.96%
9-Jan-21,177.179,172.229,178.696,163.388,393.49M,2.91%
8-Jan-21,172.169,169.382,181.849,150.063,514.38M,1.56%
7-Jan-21,169.531,168.875,181.041,162.204,423.00M,0.45%
6-Jan-21,168.764,158.556,169.643,155.038,366.22M,6.52%
5-Jan-21,158.432,155.461,162.548,146.542,383.44M,1.87%
4-Jan-21,155.518,161.31,173.625,140.003,519.23M,-3.50%
3-Jan-21,161.151,136.932,164.398,135.401,394.35M,17.82%
2-Jan-21,136.781,126.232,140.646,123.153,283.31M,8.30%
1-Jan-21,126.302,124.162,133.919,122.943,257.82M,1.72%
31-Dec-20,124.162,130.088,130.34,122.005,232.21M,-4.52%
30-Dec-20,130.036,128.798,132.996,122.959,275.55M,1.00%
29-Dec-20,128.751,129.829,130.907,120.059,288.18M,-0.82%
28-Dec-20,129.822,127.88,137.21,126.464,311.09M,1.57%
27-Dec-20,127.812,129.657,139.408,122.448,367.21M,-1.39%
26-Dec-20,129.62,127.615,135.126,125.069,314.65M,1.55%
25-Dec-20,127.643,111.281,128.519,108.353,283.85M,14.69%
24-Dec-20,111.291,102.371,112.318,98.713,286.68M,8.59%
23-Dec-20,102.488,114.308,117.155,95.362,333.88M,-10.45%
22-Dec-20,114.45,104.433,114.54,98.504,288.42M,9.61%
21-Dec-20,104.412,114.603,118.54,100.996,293.55M,-8.91%
20-Dec-20,114.631,119.867,123.151,110.057,280.20M,-4.35%
19-Dec-20,119.84,109.331,124.044,105.342,245.57M,9.59%
18-Dec-20,109.351,101.108,112.765,99.253,274.52M,8.11%
17-Dec-20,101.149,92.903,109.878,90.609,272.51M,8.61%
16-Dec-20,93.134,81.361,93.237,78.596,166.11M,14.51%
15-Dec-20,81.333,82.366,84.875,80.453,153.50M,-1.25%
14-Dec-20,82.361,82.246,82.963,79.164,151.61M,0.05%
13-Dec-20,82.323,76.675,84.386,75.525,141.71M,7.39%
12-Dec-20,76.656,72.219,77.555,72.092,131.72M,6.20%
11-Dec-20,72.181,74.868,75.065,70.01,130.68M,-3.29%
10-Dec-20,74.633,77.36,77.621,73.252,133.71M,-3.57%
9-Dec-20,77.397,76.746,78.122,72.169,154.33M,0.82%
8-Dec-20,76.765,83.395,84.81,75.512,153.24M,-7.96%
7-Dec-20,83.404,83.577,86.787,81.746,148.20M,-0.20%
6-Dec-20,83.574,83.146,85.155,80.382,141.43M,0.50%
5-Dec-20,83.154,79.425,84.211,78.644,153.25M,4.50%
4-Dec-20,79.574,88.993,89.806,78,167.72M,-10.61%
3-Dec-20,89.023,88.971,91.255,85.474,172.66M,0.03%
2-Dec-20,88.998,85.161,90.579,82.89,209.07M,4.59%
1-Dec-20,85.089,87.617,92.881,79.721,252.33M,-2.94%
30-Nov-20,87.664,78.945,88.519,76.95,181.16M,11.11%
29-Nov-20,78.901,72.676,81.045,71.528,170.01M,8.55%
28-Nov-20,72.683,69.167,74.882,68.31,159.60M,5.11%
27-Nov-20,69.147,70.98,73.508,65.49,183.09M,-2.53%
26-Nov-20,70.939,81.743,83.196,64.511,254.54M,-13.25%
25-Nov-20,81.772,89.272,90.738,78.143,199.55M,-8.36%
24-Nov-20,89.231,89.06,93.952,85.525,233.15M,0.15%
23-Nov-20,89.098,82.831,90.843,80.976,218.88M,7.50%
22-Nov-20,82.883,87.19,87.948,77.987,200.03M,-4.90%
21-Nov-20,87.149,82.579,88.379,80.488,8.26M,5.63%
20-Nov-20,82.505,81.52,85.518,80.101,8.70M,1.20%
19-Nov-20,81.527,73.354,83.186,71.489,9.07M,11.11%
18-Nov-20,73.376,76.225,77.061,68.289,9.78M,-3.93%
17-Nov-20,76.375,73.751,76.961,71.414,8.21M,3.62%
16-Nov-20,73.705,62.308,74.613,62.084,10.44M,18.25%
15-Nov-20,62.332,63.799,64.447,61.045,9.45M,-2.28%
14-Nov-20,63.787,65.923,66.326,61.69,7.82M,-3.23%
13-Nov-20,65.913,60.755,66.668,60.149,10.23M,8.51%
12-Nov-20,60.744,59.224,60.744,57.593,7.25M,2.40%
11-Nov-20,59.32,57.939,60.546,57.756,8.68M,2.55%
10-Nov-20,57.843,59.252,59.611,57.082,6.95M,-2.34%
9-Nov-20,59.232,61.005,61.869,57.424,7.51M,-2.94%
8-Nov-20,61.027,58.862,61.992,58.565,5.92M,3.69%
7-Nov-20,58.856,63.26,64.761,57.152,9.12M,-6.77%
6-Nov-20,63.13,58.892,63.659,58.611,7.77M,7.07%
5-Nov-20,58.961,54.632,59.669,54.581,8.33M,7.98%
4-Nov-20,54.603,53.892,55.223,51.585,9.08M,1.33%
3-Nov-20,53.888,53.769,54.393,51.502,9.66M,0.14%
2-Nov-20,53.815,55.572,56.815,53.086,13.82M,-3.27%
1-Nov-20,55.636,55.732,56.223,54.131,7.27M,-0.17%
31-Oct-20,55.73,54.037,56.449,53.594,7.31M,3.16%
30-Oct-20,54.023,54.969,55.781,52.281,8.10M,-1.66%
29-Oct-20,54.937,55.752,56.541,53.425,9.75M,-1.61%
28-Oct-20,55.838,57.894,60.568,54.715,9.67M,-3.50%
27-Oct-20,57.861,56.848,59.103,56.445,12.08M,1.82%
26-Oct-20,56.826,58.852,59.33,55.076,12.76M,-3.44%
25-Oct-20,58.852,59.266,60.025,56.56,14.02M,-0.69%
24-Oct-20,59.263,55.431,59.61,54.818,13.89M,6.91%
23-Oct-20,55.431,54.348,56.964,53.112,11.95M,2.00%
22-Oct-20,54.346,52.956,56.267,52.956,10.32M,2.52%
21-Oct-20,53.012,46.905,54.977,46.851,13.47M,13.02%
20-Oct-20,46.905,48.015,48.446,46.45,8.44M,-2.28%
19-Oct-20,47.997,47.549,48.453,46.791,6.96M,1.00%
18-Oct-20,47.52,46.948,47.869,46.791,30.58M,1.18%
17-Oct-20,46.968,47.586,47.644,46.331,20.21M,-1.29%
16-Oct-20,47.581,49.557,49.857,45.624,9.54M,-3.97%
15-Oct-20,49.549,49.833,50.204,48.871,15.54M,-0.53%
14-Oct-20,49.814,49.894,50.987,49.279,10.68M,-0.15%
13-Oct-20,49.892,50.605,50.682,48.851,8.48M,-1.41%
12-Oct-20,50.605,50.506,51.515,49.336,11.75M,0.30%
11-Oct-20,50.455,48.888,51.243,48.661,12.34M,3.26%
10-Oct-20,48.861,47.761,50.549,47.743,16.43M,2.25%
9-Oct-20,47.787,47.198,48.205,46.601,9.94M,1.30%
8-Oct-20,47.172,46.569,47.467,45.512,11.62M,1.23%
7-Oct-20,46.596,45.982,46.927,45.009,11.63M,1.34%
6-Oct-20,45.982,46.332,48.267,45.55,15.51M,-0.77%
5-Oct-20,46.34,46.663,47.056,45.532,13.47M,-0.78%
4-Oct-20,46.707,45.492,47.029,45.272,11.30M,2.61%
3-Oct-20,45.518,44.917,45.976,44.726,9.79M,1.39%
2-Oct-20,44.892,46.237,46.959,43.299,10.49M,-2.99%
1-Oct-20,46.276,46.266,48.477,45.324,14.41M,0.04%
30-Sep-20,46.258,45.697,46.714,45.423,10.93M,1.23%
29-Sep-20,45.697,45.195,45.857,44.953,11.04M,1.00%
28-Sep-20,45.246,46.042,47.12,44.851,10.51M,-1.81%
27-Sep-20,46.078,46.019,46.538,44.582,19.53M,0.07%
26-Sep-20,46.047,46.002,46.54,45.179,18.32M,0.05%
25-Sep-20,46.025,44.947,46.556,43.962,8.88M,2.40%
24-Sep-20,44.947,42.978,45.182,42.582,14.85M,4.65%
23-Sep-20,42.95,44.453,45.13,42.31,7.59M,-3.43%
22-Sep-20,44.478,43.148,44.787,42.792,10.24M,3.08%
21-Sep-20,43.147,47.118,47.656,41.932,10.77M,-8.35%
20-Sep-20,47.076,48.492,48.527,46.201,9.82M,-2.92%
19-Sep-20,48.492,48.539,48.989,47.952,10.23M,-0.13%
18-Sep-20,48.557,48.832,49.067,47.529,10.95M,-0.62%
17-Sep-20,48.858,47.762,49.542,47.629,8.62M,2.36%
16-Sep-20,47.73,48.294,48.734,46.997,9.69M,-1.21%
15-Sep-20,48.316,49.114,50.28,48.127,8.99M,-1.56%
14-Sep-20,49.081,48.153,49.618,47.133,10.63M,1.92%
13-Sep-20,48.156,50.833,51.02,47.316,9.46M,-5.26%
12-Sep-20,50.828,48.927,51.309,48.374,14.21M,3.88%
11-Sep-20,48.927,48.669,49.395,47.43,12.74M,0.53%
10-Sep-20,48.669,47.833,49.429,47.785,13.86M,1.75%
9-Sep-20,47.834,47.46,48.815,46.54,12.84M,0.79%
8-Sep-20,47.458,48.839,49.337,46.035,15.52M,-2.83%
7-Sep-20,48.839,47.91,49.137,45.262,14.21M,1.93%
6-Sep-20,47.914,47.812,49.137,46.303,13.79M,0.21%
5-Sep-20,47.812,50.364,51.241,45.562,17.37M,-5.05%
4-Sep-20,50.353,47.47,52.364,46.612,16.21M,6.13%
3-Sep-20,47.444,58.06,58.6,45.646,16.63M,-18.32%
2-Sep-20,58.087,62.697,63.168,56.658,14.91M,-7.40%
1-Sep-20,62.73,60.957,64.273,59.857,13.69M,2.91%
31-Aug-20,60.957,62.87,63.677,60.588,14.61M,-3.04%
30-Aug-20,62.87,56.952,62.883,56.931,14.95M,10.39%
29-Aug-20,56.952,57.41,58.188,56.952,11.65M,-0.80%
28-Aug-20,57.412,56.083,58.184,55.334,13.96M,2.38%
27-Aug-20,56.076,58.087,59.232,54.046,12.69M,-3.46%
26-Aug-20,58.087,58.347,59.062,57.028,11.47M,-0.45%
25-Aug-20,58.349,62.09,62.292,56.687,13.87M,-6.03%
24-Aug-20,62.092,60.546,62.987,59.973,12.77M,2.57%
23-Aug-20,60.537,60.228,61.605,58.051,12.58M,0.51%
22-Aug-20,60.228,59.181,60.497,57.789,12.52M,1.82%
21-Aug-20,59.152,62.783,63.871,58.815,16.34M,-5.78%
20-Aug-20,62.783,62.104,63.541,61.024,14.91M,1.09%
19-Aug-20,62.105,65.447,67.108,58.961,17.51M,-5.11%
18-Aug-20,65.45,67.199,68.354,63.636,20.15M,-2.60%
17-Aug-20,67.198,63.881,68.877,61.552,20.20M,5.19%
16-Aug-20,63.88,59.822,64.552,58.156,19.19M,6.70%
15-Aug-20,59.868,56.679,60.593,56.6,18.73M,5.63%
14-Aug-20,56.679,57.135,57.726,55.917,13.35M,-0.80%
13-Aug-20,57.133,54.517,57.284,51.951,16.02M,4.80%
12-Aug-20,54.516,54.102,55.018,51.726,15.00M,0.76%
11-Aug-20,54.102,58.281,59.668,52.484,14.13M,-7.17%
10-Aug-20,58.281,56.949,59.39,56.69,11.36M,2.34%
9-Aug-20,56.949,58.445,58.667,56.098,5.79M,-2.56%
8-Aug-20,58.446,57.186,58.531,56.489,6.58M,2.20%
7-Aug-20,57.186,59.043,60.995,55.082,10.73M,-3.15%
6-Aug-20,59.044,58.864,60.633,57.704,11.63M,0.31%
5-Aug-20,58.864,57.601,59.76,56.885,10.76M,2.19%
4-Aug-20,57.601,58.488,59.569,56.531,10.28M,-1.51%
3-Aug-20,58.485,56.766,60.002,55.891,11.49M,3.04%
2-Aug-20,56.76,61.637,65.098,52.585,20.58M,-7.91%
1-Aug-20,61.637,58.16,62.217,57.561,16.69M,5.99%
31-Jul-20,58.156,56.738,59.207,55.799,12.08M,2.50%
30-Jul-20,56.737,55.17,58.529,53.987,17.69M,2.85%
29-Jul-20,55.166,55.754,56.966,54.972,13.08M,-1.06%
28-Jul-20,55.756,53.263,57.706,51.794,17.79M,4.69%
27-Jul-20,53.258,48.072,55.63,47.001,19.59M,10.79%
26-Jul-20,48.073,49.154,50.738,47.69,16.21M,-2.20%
25-Jul-20,49.153,44.1,49.503,44.038,13.62M,11.46%
24-Jul-20,44.1,44.939,44.959,43.951,6.61M,-1.87%
23-Jul-20,44.939,44.984,45.644,44.522,10.99M,-0.10%
22-Jul-20,44.983,43.786,45.09,43.206,7.85M,2.74%
21-Jul-20,43.785,41.954,44.079,41.88,7.20M,4.37%
20-Jul-20,41.954,42.633,42.802,41.486,6.78M,-1.62%
19-Jul-20,42.647,42.468,42.884,41.84,6.69M,0.42%
18-Jul-20,42.468,41.892,42.848,41.749,7.35M,1.38%
17-Jul-20,41.892,42.081,42.464,41.723,8.70M,-0.45%
16-Jul-20,42.081,43.35,43.501,40.967,9.11M,-2.93%
15-Jul-20,43.35,43.896,44.07,42.9,9.51M,-1.24%
14-Jul-20,43.896,43.943,44.045,42.859,17.61M,-0.06%
13-Jul-20,43.922,44.737,45.586,42.741,24.85M,-1.82%
12-Jul-20,44.737,44.696,45.251,43.745,23.41M,0.09%
11-Jul-20,44.697,44.307,44.77,43.891,10.64M,0.88%
10-Jul-20,44.307,44.367,44.595,43.486,11.40M,-0.14%
9-Jul-20,44.368,45.333,45.866,43.587,11.85M,-2.16%
8-Jul-20,45.348,43.364,45.599,43.074,13.32M,4.57%
7-Jul-20,43.364,44.097,44.419,43.07,7.40M,-1.65%
6-Jul-20,44.093,41.657,44.208,41.523,10.93M,5.85%
5-Jul-20,41.657,42.077,42.166,40.812,5.62M,-1.00%
4-Jul-20,42.077,41.211,42.172,41.12,5.75M,2.10%
3-Jul-20,41.212,41.05,41.678,40.911,6.22M,0.39%
2-Jul-20,41.05,41.728,41.9,40.391,7.11M,-1.63%
1-Jul-20,41.728,41.194,41.964,41.016,6.19M,1.29%
30-Jun-20,41.196,41.842,42.015,40.818,6.60M,-1.53%
29-Jun-20,41.837,41.396,42.243,40.647,7.53M,1.07%
28-Jun-20,41.396,41.077,42.013,40.474,6.89M,0.77%
27-Jun-20,41.078,43.068,43.102,39.323,7.53M,-4.62%
26-Jun-20,43.07,42.336,43.517,41.435,10.30M,1.72%
25-Jun-20,42.341,42.625,42.982,41.795,7.73M,-0.67%
24-Jun-20,42.625,44.167,44.648,42.219,9.24M,-3.50%
23-Jun-20,44.171,44.292,44.486,43.907,4.65M,-0.27%
22-Jun-20,44.292,42.996,44.634,42.943,7.06M,3.01%
21-Jun-20,42.996,43.588,43.822,42.889,5.23M,-1.36%
20-Jun-20,43.59,42.887,43.853,42.367,5.93M,1.64%
19-Jun-20,42.887,43.444,43.676,42.74,4.66M,-1.28%
18-Jun-20,43.444,44.08,44.21,42.871,6.38M,-1.45%
17-Jun-20,44.083,43.868,44.705,43.085,8.15M,0.48%
16-Jun-20,43.873,43.752,44.171,43.413,9.32M,0.28%
15-Jun-20,43.752,44.047,44.073,41.858,11.28M,-0.65%
14-Jun-20,44.039,45.107,45.118,43.602,7.30M,-2.36%
13-Jun-20,45.104,44.742,45.183,44.304,7.81M,0.81%
12-Jun-20,44.742,43.262,45.335,42.832,9.90M,3.44%
11-Jun-20,43.252,46.657,46.927,42.161,12.48M,-7.29%
10-Jun-20,46.653,45.88,47.051,45.674,9.30M,1.70%
9-Jun-20,45.873,46.405,46.785,45.401,8.41M,-1.14%
8-Jun-20,46.404,46.638,46.761,45.968,10.02M,-0.50%
7-Jun-20,46.638,46.795,46.981,45.191,10.71M,-0.33%
6-Jun-20,46.794,46.832,47.214,46.254,9.61M,-0.08%
5-Jun-20,46.833,47.437,47.952,46.619,11.37M,-1.28%
4-Jun-20,47.44,47.15,48.077,46.424,12.18M,0.62%
3-Jun-20,47.149,46.016,47.493,45.331,12.43M,2.46%
2-Jun-20,46.018,48.206,49.93,44.754,16.38M,-4.53%
1-Jun-20,48.201,45.611,48.579,45.375,10.40M,5.68%
31-May-20,45.611,47.73,47.79,45.182,12.40M,-4.47%
30-May-20,47.746,44.502,48.011,44.208,13.38M,7.29%
29-May-20,44.503,44.723,45.267,44.233,10.43M,-0.49%
28-May-20,44.723,43.847,44.868,43.177,10.01M,2.00%
27-May-20,43.847,42.274,43.991,42.231,9.38M,3.75%
26-May-20,42.263,42.981,43.058,41.842,8.26M,-1.67%
25-May-20,42.981,42.147,43.263,41.831,5.98M,1.97%
24-May-20,42.152,43.874,44.533,42.152,9.73M,-3.93%
23-May-20,43.875,44.203,44.735,43.705,8.00M,-0.76%
22-May-20,44.21,42.931,44.643,42.391,10.41M,2.98%
21-May-20,42.93,44.229,44.596,41.733,12.04M,-2.92%
20-May-20,44.22,45.714,46.131,43.362,11.74M,-3.29%
19-May-20,45.726,45.313,45.764,44.183,11.88M,0.91%
18-May-20,45.313,43.67,46.503,43.655,16.79M,3.76%
17-May-20,43.672,43.26,44.465,43.103,13.48M,0.94%
16-May-20,43.264,42.737,43.863,42.512,12.69M,1.24%
15-May-20,42.732,43.981,44.15,42.183,11.70M,-2.84%
14-May-20,43.982,43.179,44.356,42.344,12.72M,1.86%
13-May-20,43.178,42.184,43.735,41.959,10.54M,2.36%
12-May-20,42.184,41.542,42.793,41.334,12.79M,1.37%
11-May-20,41.613,42.101,42.849,39.575,15.36M,-1.19%
10-May-20,42.115,47.019,47.019,39.993,18.60M,-10.43%
9-May-20,47.02,47.711,49.088,46.951,10.08M,-1.48%
8-May-20,47.725,47.364,48.398,46.39,10.76M,0.79%
7-May-20,47.353,44.96,48.16,44.551,13.60M,5.31%
6-May-20,44.963,46.549,47.526,44.822,10.17M,-3.41%
5-May-20,46.549,46.971,47.736,45.826,8.21M,-0.90%
4-May-20,46.971,48.049,48.159,45.236,13.18M,-2.29%
3-May-20,48.073,49.214,49.929,46.847,13.38M,-2.32%
2-May-20,49.212,47.089,49.529,46.774,11.06M,4.51%
1-May-20,47.086,46.39,48.221,46.365,10.80M,1.48%
30-Apr-20,46.4,48.805,50.8,45.859,14.83M,-4.92%
29-Apr-20,48.802,45.732,49.844,45.71,18.11M,6.71%
28-Apr-20,45.734,44.46,46.02,43.434,13.73M,2.87%
27-Apr-20,44.46,44.565,45.19,43.24,21.97M,-0.24%
26-Apr-20,44.566,44.376,45.37,43.861,23.95M,0.32%
25-Apr-20,44.423,44.426,45.578,43.891,20.91M,-0.09%
24-Apr-20,44.463,42.97,44.92,42.841,19.24M,3.49%
23-Apr-20,42.965,41.818,43.876,41.003,23.77M,2.74%
22-Apr-20,41.819,40.59,42.263,40.285,16.84M,3.03%
21-Apr-20,40.589,40.229,41.28,40.038,15.12M,0.93%
20-Apr-20,40.214,42.246,43.203,39.638,21.80M,-4.79%
19-Apr-20,42.236,44.142,44.265,41.901,15.51M,-4.31%
18-Apr-20,44.137,42.19,44.4,42.059,9.75M,4.58%
17-Apr-20,42.206,42.547,42.983,41.64,8.90M,-0.80%
16-Apr-20,42.547,39.336,43.549,38.012,12.58M,8.14%
15-Apr-20,39.346,41.253,41.7,39.235,9.19M,-4.62%
14-Apr-20,41.253,41.199,41.826,40.528,9.76M,0.13%
13-Apr-20,41.199,42.02,42.03,39.763,18.78M,-1.96%
12-Apr-20,42.021,42.531,43.559,41.857,12.09M,-1.20%
11-Apr-20,42.532,42.27,43.136,41.488,10.71M,0.62%
10-Apr-20,42.27,46.275,46.449,40.957,16.45M,-8.66%
9-Apr-20,46.278,46.542,46.861,44.924,11.47M,-0.57%
8-Apr-20,46.542,44.882,47.25,44.348,11.65M,3.69%
7-Apr-20,44.885,45.008,47.605,43.864,12.25M,-0.28%
6-Apr-20,45.011,40.342,45.014,40.307,18.09M,11.57%
5-Apr-20,40.342,40.709,40.988,39.948,10.59M,-0.90%
4-Apr-20,40.709,40.476,41.073,40.009,12.54M,0.53%
3-Apr-20,40.493,39.906,41.238,39.682,14.52M,1.50%
2-Apr-20,39.895,39.215,42.712,38.443,23.08M,1.74%
1-Apr-20,39.214,39.058,39.429,37.2,21.16M,0.35%
31-Mar-20,39.078,38.924,39.562,38.414,20.82M,0.40%
30-Mar-20,38.923,37.194,39.605,37.18,17.05M,4.68%
29-Mar-20,37.185,38.848,39.101,37.117,7.79M,-4.29%
28-Mar-20,38.851,38.059,39.391,36.675,11.48M,2.09%
27-Mar-20,38.056,40.412,41.131,38.003,9.22M,-5.83%
26-Mar-20,40.413,39.181,40.444,38.517,8.58M,3.14%
25-Mar-20,39.181,40.575,40.946,38.209,9.14M,-3.43%
24-Mar-20,40.573,39.05,40.952,38.284,9.97M,3.90%
23-Mar-20,39.051,35.429,39.77,34.839,12.43M,10.22%
22-Mar-20,35.431,38.347,39.661,35.001,11.16M,-7.60%
21-Mar-20,38.347,38.046,39.751,36.468,11.98M,0.79%
20-Mar-20,38.045,38.976,43.486,34.473,18.67M,-2.38%
19-Mar-20,38.974,34.709,40.566,34.033,16.87M,12.30%
18-Mar-20,34.706,34.172,34.786,32.417,13.48M,1.53%
17-Mar-20,34.184,33.134,35.779,32.536,14.09M,3.19%
16-Mar-20,33.127,36.391,36.391,29.447,20.03M,-8.97%
15-Mar-20,36.392,34.435,38.528,34.071,12.73M,5.67%
14-Mar-20,34.44,37.556,37.637,33.872,14.03M,-8.29%
13-Mar-20,37.552,29.852,39.837,24.353,40.42M,25.85%
12-Mar-20,29.839,48.553,48.744,28.955,31.69M,-38.54%
11-Mar-20,48.55,50.203,50.716,45.646,10.46M,-3.28%
10-Mar-20,50.197,50.497,51.362,49.063,9.85M,-0.62%
9-Mar-20,50.507,50.974,52.204,46.751,16.44M,-0.89%
8-Mar-20,50.96,60.454,60.456,50.787,11.83M,-15.70%
7-Mar-20,60.454,63.203,63.813,60.089,7.58M,-4.36%
6-Mar-20,63.211,62.065,63.784,61.26,8.76M,1.86%
5-Mar-20,62.057,60.346,63.188,60.346,9.15M,2.84%
4-Mar-20,60.345,61.011,61.737,58.891,7.77M,-1.09%
3-Mar-20,61.011,61.416,62.34,59.564,9.41M,-0.66%
2-Mar-20,61.415,57.75,62.27,57.334,10.71M,6.31%
1-Mar-20,57.768,58.078,60.217,56.293,9.85M,-0.53%
29-Feb-20,58.078,59.904,61.582,58.062,8.87M,-3.05%
28-Feb-20,59.904,61.672,63.302,56.953,13.75M,-2.87%
27-Feb-20,61.671,60.589,64.98,57.313,15.07M,1.79%
26-Feb-20,60.589,71.056,72.12,57.913,18.33M,-14.72%
25-Feb-20,71.045,75.579,75.969,69.882,11.89M,-6.00%
24-Feb-20,75.579,79.673,79.678,71.906,13.52M,-5.18%
23-Feb-20,79.706,74.817,79.92,74.722,11.93M,6.53%
22-Feb-20,74.818,73.288,76.642,72.422,11.56M,2.08%
21-Feb-20,73.291,69.455,75.161,68.633,12.13M,5.52%
20-Feb-20,69.455,70.782,72.339,66.495,12.45M,-1.87%
19-Feb-20,70.782,77.173,79.041,68.264,12.10M,-8.28%
18-Feb-20,77.173,73.357,78.911,70.217,10.64M,5.22%
17-Feb-20,73.341,74.867,75.411,68.653,12.14M,-2.04%
16-Feb-20,74.866,76.744,80.681,67.961,15.15M,-2.44%
15-Feb-20,76.741,82.959,83.359,75.182,11.58M,-7.50%
14-Feb-20,82.965,80.597,83.619,78.772,8.69M,2.93%
13-Feb-20,80.601,81.194,84.086,77.481,13.61M,-0.73%
12-Feb-20,81.19,76.524,82.741,76.507,10.96M,6.10%
11-Feb-20,76.524,74.095,77.351,72.73,8.05M,3.27%
10-Feb-20,74.1,77.023,77.426,72.362,9.46M,-3.80%
9-Feb-20,77.023,76.613,78.372,75.148,7.52M,0.53%
8-Feb-20,76.613,74.338,77.76,71.638,9.38M,3.06%
7-Feb-20,74.338,73.594,75.42,72.663,8.35M,1.01%
6-Feb-20,73.594,72.566,75.007,70.97,9.75M,1.42%
5-Feb-20,72.563,68.067,73.382,67.668,8.84M,6.61%
4-Feb-20,68.063,69.705,70.452,68.063,7.19M,-2.36%
3-Feb-20,69.705,69.959,72.878,68.586,8.88M,-0.35%
2-Feb-20,69.953,70.751,73.344,67.924,10.55M,-1.13%
1-Feb-20,70.751,68.041,72.714,67.684,12.07M,3.98%
31-Jan-20,68.044,67.967,69.762,65.535,12.17M,0.11%
30-Jan-20,67.969,59.816,70.141,58.338,14.45M,13.63%
29-Jan-20,59.817,60.554,62.387,59.491,7.98M,-1.21%
28-Jan-20,60.549,58.574,61.551,57.468,9.03M,3.37%
27-Jan-20,58.574,56.255,59.546,55.963,7.60M,4.12%
26-Jan-20,56.255,53.269,56.395,52.919,5.43M,5.60%
25-Jan-20,53.272,54.39,54.397,52.405,5.06M,-2.06%
24-Jan-20,54.39,54.485,55.364,50.87,8.02M,-0.17%
23-Jan-20,54.484,58.311,58.363,52.736,7.37M,-6.56%
22-Jan-20,58.309,57.597,59.175,57.229,4.25M,1.24%
21-Jan-20,57.597,57.2,58.084,56.066,4.50M,0.70%
20-Jan-20,57.2,57.67,58.223,55.88,5.47M,-0.84%
19-Jan-20,57.681,59.285,62.314,55.804,8.51M,-2.71%
18-Jan-20,59.29,61.064,62.391,58.083,8.30M,-2.91%
17-Jan-20,61.064,57.63,63.189,56.786,10.61M,5.96%
16-Jan-20,57.632,58.184,58.463,54.932,8.17M,-0.94%
15-Jan-20,58.18,58.535,58.535,55.378,11.65M,-0.61%
14-Jan-20,58.539,49.594,60.711,49.59,15.70M,18.04%
13-Jan-20,49.591,51.386,51.493,48.968,6.31M,-3.49%
12-Jan-20,51.383,49.436,51.541,48.878,7.54M,3.93%
11-Jan-20,49.438,49.05,51.859,47.964,9.34M,0.80%
10-Jan-20,49.044,44.779,49.622,43.835,9.45M,9.51%
9-Jan-20,44.784,45.375,45.788,43.978,6.20M,-1.30%
8-Jan-20,45.374,46.397,48.446,44.345,9.59M,-2.21%
7-Jan-20,46.4,45.778,46.654,44.631,9.54M,1.36%
6-Jan-20,45.778,43.456,45.778,43.316,8.13M,5.34%
5-Jan-20,43.458,42.855,43.458,42.727,7.15M,1.41%
4-Jan-20,42.855,42.183,42.893,41.833,6.35M,1.61%
3-Jan-20,42.178,39.558,42.321,38.972,7.14M,6.63%
2-Jan-20,39.556,41.627,41.78,39.43,5.60M,-4.98%
1-Jan-20,41.627,41.288,42.136,41.142,5.44M,0.82%
31-Dec-19,41.287,42.425,43.032,41.111,7.30M,-2.68%
30-Dec-19,42.425,43.154,44.18,41.871,8.90M,-1.68%
29-Dec-19,43.152,42.751,43.698,42.151,10.14M,0.94%
28-Dec-19,42.751,41.037,43.774,40.968,9.65M,4.16%
27-Dec-19,41.044,40.087,41.044,39.763,8.09M,2.38%
26-Dec-19,40.088,40.102,41.688,39.629,7.34M,-0.03%
25-Dec-19,40.102,40.381,40.45,39.486,6.83M,-0.69%
24-Dec-19,40.381,40.688,41.134,39.826,7.76M,-0.75%
23-Dec-19,40.687,41.836,42.595,40.432,9.37M,-2.74%
22-Dec-19,41.834,39.678,42.118,39.607,8.91M,5.43%
21-Dec-19,39.678,40.098,40.118,39.447,6.02M,-1.04%
20-Dec-19,40.097,39.639,40.381,39.303,6.53M,1.15%
19-Dec-19,39.639,40.745,41.064,39.118,10.25M,-2.79%
18-Dec-19,40.778,36.987,41.45,35.944,17.63M,10.25%
17-Dec-19,36.986,39.984,40.136,36.501,15.75M,-7.50%
16-Dec-19,39.984,43.472,43.598,39.306,11.06M,-8.02%
15-Dec-19,43.472,43.273,44,42.931,6.72M,0.46%
14-Dec-19,43.273,44.44,44.674,43.236,6.95M,-2.63%
13-Dec-19,44.44,43.615,44.557,43.485,7.67M,1.89%
12-Dec-19,43.615,44.144,44.324,42.982,8.31M,-1.20%
11-Dec-19,44.145,44.109,44.944,43.484,6.13M,0.08%
10-Dec-19,44.11,44.49,44.601,43.693,8.42M,-0.86%
9-Dec-19,44.49,45.619,45.772,44.141,10.94M,-2.46%
8-Dec-19,45.614,45.237,46.161,44.933,9.40M,0.83%
7-Dec-19,45.237,45.345,46.267,45.06,10.12M,-0.24%
6-Dec-19,45.346,44.799,45.513,44.181,10.76M,1.22%
