date,close,open,high,low,Volume ETH,Change%
2/3/2024 1:00,2324.28,2312.75,2327.19,2312.57,91.302089,0.498540698
2/3/2024 0:00,2312.75,2308.17,2320,2305.95,55.846141,0.198425593
2/2/2024 23:00,2308.17,2304.23,2310.99,2301.45,95.930227,0.170989875
2/2/2024 22:00,2304.23,2295.45,2309.87,2294.37,197.427931,0.382495807
2/2/2024 21:00,2295.45,2295.4,2300.54,2295.4,80.879906,0.00217827
2/2/2024 20:00,2295.4,2298.85,2302.11,2294.99,148.510649,-0.150075038
2/2/2024 19:00,2298.85,2293.23,2299.29,2291.39,182.903437,0.245069182
2/2/2024 18:00,2293.23,2292.69,2295.71,2284.53,115.535212,0.023553119
2/2/2024 17:00,2292.69,2304.93,2310.55,2289.16,122.540077,-0.53103565
2/2/2024 16:00,2304.93,2310.78,2322.51,2299.68,200.848073,-0.25316127
2/2/2024 15:00,2310.78,2292.16,2315.86,2291.24,260.410753,0.812334218
2/2/2024 14:00,2292.16,2289.94,2295.89,2280.49,67.26984,0.096945772
2/2/2024 13:00,2289.94,2313.96,2314.54,2287.48,303.311678,-1.03804733
2/2/2024 12:00,2313.96,2317.08,2322.86,2313.66,199.879261,-0.134652235
2/2/2024 11:00,2317.08,2309.01,2317.21,2308.28,92.047972,0.349500435
2/2/2024 10:00,2309.01,2307.64,2310.95,2303.85,2.73669,0.059368012
2/2/2024 9:00,2307.64,2306.66,2311.87,2305.75,12.840509,0.042485672
2/2/2024 8:00,2306.66,2317.31,2317.31,2304.87,37.210684,-0.459584605
2/2/2024 7:00,2317.31,2309.46,2317.9,2307.25,88.906816,0.339906298
2/2/2024 6:00,2309.46,2301.88,2311.31,2301.88,12.679178,0.329296054
2/2/2024 5:00,2301.88,2297.47,2302.29,2295.93,31.865421,0.191950276
2/2/2024 4:00,2297.47,2301.14,2303.3,2296.08,18.230721,-0.159486168
2/2/2024 3:00,2301.14,2301.29,2304.49,2300.24,74.249939,-0.006518083
2/2/2024 2:00,2301.29,2305.6,2306.31,2299.15,47.503799,-0.186936155
2/2/2024 1:00,2305.6,2310.4,2317.15,2305.6,77.557484,-0.207756233
2/2/2024 0:00,2310.4,2303.89,2318.65,2300.45,106.640804,0.282565574
2/1/2024 23:00,2303.89,2296.69,2304.55,2293.45,135.29742,0.313494638
2/1/2024 22:00,2296.69,2304.54,2304.54,2282.98,156.151914,-0.34063197
2/1/2024 21:00,2304.54,2297.95,2308.58,2297.95,65.36161,0.286777345
2/1/2024 20:00,2297.95,2304.01,2304.47,2296.33,86.137933,-0.263019692
2/1/2024 19:00,2304.01,2294.66,2308.76,2291.48,114.523508,0.407467773
2/1/2024 18:00,2294.66,2303.89,2306.14,2293.12,156.28403,-0.400626766
2/1/2024 17:00,2303.89,2290.76,2310.84,2290.73,292.704821,0.573172222
2/1/2024 16:00,2290.76,2286.85,2292.42,2268.13,76.09018,0.170977546
2/1/2024 15:00,2286.85,2295,2306.28,2286.47,375.610896,-0.355119826
2/1/2024 14:00,2295,2270.78,2298.25,2268.86,317.132664,1.066593858
2/1/2024 13:00,2270.78,2267.42,2274.2,2262.92,75.850365,0.148186044
2/1/2024 12:00,2267.42,2264.49,2272.43,2261.19,70.035206,0.129388957
2/1/2024 11:00,2264.49,2265.89,2269.35,2264.49,20.11261,-0.061785877
2/1/2024 10:00,2265.89,2265.47,2274.07,2265.26,23.794899,0.018539199
2/1/2024 9:00,2265.47,2270,2271.54,2263.15,33.833102,-0.199559471
2/1/2024 8:00,2270,2270.16,2270.87,2264.97,11.977876,-0.007047961
2/1/2024 7:00,2270.16,2272.07,2275.63,2270.16,46.413966,-0.084064311
2/1/2024 6:00,2272.07,2266.53,2272.07,2266.53,30.648139,0.244426502
2/1/2024 5:00,2266.53,2261.81,2266.53,2259.58,183.176785,0.208682427
2/1/2024 4:00,2261.81,2255,2264.52,2251.57,51.331233,0.301995565
2/1/2024 3:00,2255,2257.74,2260.6,2254.99,41.131843,-0.121360298
2/1/2024 2:00,2257.74,2243.56,2257.74,2241.48,272.327944,0.632031236
2/1/2024 1:00,2243.56,2282.57,2282.57,2239.86,129.882303,-1.709038496
2/1/2024 0:00,2282.57,2281.3,2288.19,2272.62,81.045383,0.055670013
1/31/2024 23:00,2281.3,2285.25,2287.09,2280.75,114.725877,-0.17284761
1/31/2024 22:00,2285.25,2276.95,2285.25,2267.56,58.202696,0.364522717
1/31/2024 21:00,2276.95,2285.38,2288.73,2261.86,80.199752,-0.368866447
1/31/2024 20:00,2285.38,2321.56,2322.19,2284.78,94.153027,-1.558434846
1/31/2024 19:00,2321.56,2336.39,2341.45,2309.05,413.419015,-0.634739919
1/31/2024 18:00,2336.39,2347.39,2347.86,2329.91,280.098197,-0.468605558
1/31/2024 17:00,2347.39,2345.82,2349.5,2337.66,109.807068,0.066927556
1/31/2024 16:00,2345.82,2324.2,2346.31,2324.2,124.063523,0.930212546
1/31/2024 15:00,2324.2,2307.15,2330.64,2291.7,434.673608,0.739007
1/31/2024 14:00,2307.15,2310,2310.24,2297.38,39.049427,-0.123376623
1/31/2024 13:00,2310,2302.58,2313.97,2297.67,70.486892,0.322247218
1/31/2024 12:00,2302.58,2298.49,2305.33,2296.29,12.427496,0.17794291
1/31/2024 11:00,2298.49,2284.59,2298.49,2280.25,167.123508,0.608424269
1/31/2024 10:00,2284.59,2310.19,2311.8,2280.61,67.707773,-1.108133963
1/31/2024 9:00,2310.19,2337.28,2337.34,2308.67,127.438523,-1.159039567
1/31/2024 8:00,2337.28,2337.03,2340.89,2334.8,12.469087,0.010697338
1/31/2024 7:00,2337.03,2330.76,2339.47,2329.61,8.253374,0.269010966
1/31/2024 6:00,2330.76,2337.72,2339.28,2330,59.775324,-0.297725989
1/31/2024 5:00,2337.72,2340.07,2342.34,2333.12,25.72138,-0.100424346
1/31/2024 4:00,2340.07,2341.84,2343.28,2336.36,45.214205,-0.075581594
1/31/2024 3:00,2341.84,2337.35,2342.71,2337.32,53.906762,0.192097889
1/31/2024 2:00,2337.35,2333.2,2337.35,2326.9,159.20504,0.177867307
1/31/2024 1:00,2333.2,2332.53,2344.65,2327.38,91.538892,0.028724175
1/31/2024 0:00,2332.53,2343.01,2349.78,2332.53,431.011925,-0.44728789
1/30/2024 23:00,2343.01,2366.82,2368.15,2339.12,101.704311,-1.005991161
1/30/2024 22:00,2366.82,2380.37,2380.37,2366.82,117.703583,-0.569239236
1/30/2024 21:00,2380.37,2374.65,2390.56,2369.65,147.805802,0.240877603
1/30/2024 20:00,2374.65,2374.39,2384.68,2373.92,239.129098,0.010950181
1/30/2024 19:00,2374.39,2376.53,2377.35,2369.22,77.054624,-0.090047254
1/30/2024 18:00,2376.53,2372.21,2379.35,2364.87,221.435951,0.182108667
1/30/2024 17:00,2372.21,2368.99,2380.26,2365.31,211.79682,0.135922904
1/30/2024 16:00,2368.99,2340.13,2368.99,2336.11,377.364508,1.233264819
1/30/2024 15:00,2340.13,2312.84,2346.08,2304.36,219.495332,1.179934626
1/30/2024 14:00,2312.84,2305.39,2315.8,2300,85.385624,0.323155735
1/30/2024 13:00,2305.39,2305.82,2313.11,2298.12,136.909022,-0.018648463
1/30/2024 12:00,2305.82,2313.89,2331.05,2300,86.053356,-0.348763338
1/30/2024 11:00,2313.89,2314.48,2316,2311,5.122744,-0.025491687
1/30/2024 10:00,2314.48,2303.46,2315.36,2302.42,23.528806,0.478410739
1/30/2024 9:00,2303.46,2306.17,2307.48,2303.4,10.352414,-0.117510851
1/30/2024 8:00,2306.17,2308.44,2311.17,2304.4,13.314201,-0.098334806
1/30/2024 7:00,2308.44,2303.16,2312.92,2302.93,101.788768,0.229250247
1/30/2024 6:00,2303.16,2305.18,2308.12,2301.59,26.254102,-0.087628732
1/30/2024 5:00,2305.18,2311.02,2311.93,2304.64,13.240253,-0.25270227
1/30/2024 4:00,2311.02,2310.73,2313.89,2308.43,47.318747,0.012550146
1/30/2024 3:00,2310.73,2318.08,2318.84,2310.6,71.745532,-0.31707275
1/30/2024 2:00,2318.08,2314.93,2326.99,2314.93,65.196225,0.136073229
1/30/2024 1:00,2314.93,2306.28,2324.27,2305.32,176.542682,0.375062872
1/30/2024 0:00,2306.28,2315.92,2317.6,2304.56,56.834193,-0.416249266
1/29/2024 23:00,2315.92,2312.26,2318.37,2310.71,103.75886,0.158286698
1/29/2024 22:00,2312.26,2307.71,2320.95,2307.21,85.773783,0.197165155
1/29/2024 21:00,2307.71,2303.08,2311.71,2301.54,192.578623,0.201035136
1/29/2024 20:00,2303.08,2292.13,2304.28,2292.13,303.408746,0.477721595
1/29/2024 19:00,2292.13,2299.76,2304.59,2292.13,75.796881,-0.33177375
1/29/2024 18:00,2299.76,2301.9,2311.99,2295.42,114.484309,-0.09296668
1/29/2024 17:00,2301.9,2300,2313.39,2295.85,322.086509,0.082608696
1/29/2024 16:00,2300,2274.82,2301.74,2266.69,217.186139,1.106900766
1/29/2024 15:00,2274.82,2243.08,2274.84,2239.23,234.68864,1.415018635
1/29/2024 14:00,2243.08,2243.71,2251.55,2234.58,68.394667,-0.028078495
1/29/2024 13:00,2243.71,2255.73,2255.96,2240,85.581801,-0.532865192
1/29/2024 12:00,2255.73,2267.75,2267.75,2255.73,4.230542,-0.530040789
1/29/2024 11:00,2267.75,2274.61,2274.79,2267.75,12.404855,-0.301590163
1/29/2024 10:00,2274.61,2271.56,2276.06,2269.22,10.193868,0.134268961
1/29/2024 9:00,2271.56,2262.19,2271.56,2256.31,5.815257,0.414200399
1/29/2024 8:00,2262.19,2259.29,2263.6,2254.2,13.036197,0.128358909
1/29/2024 7:00,2259.29,2266.06,2270.49,2258.65,31.908273,-0.298756432
1/29/2024 6:00,2266.06,2264.28,2269.71,2263.79,120.614088,0.078612186
1/29/2024 5:00,2264.28,2267.78,2269.86,2263.29,56.89931,-0.154335959
1/29/2024 4:00,2267.78,2271.12,2272,2266.52,48.296098,-0.147064004
1/29/2024 3:00,2271.12,2268.32,2277.1,2268.32,144.932562,0.123439374
1/29/2024 2:00,2268.32,2264.35,2270.12,2263.7,23.332374,0.175326253
1/29/2024 1:00,2264.35,2257.4,2273.53,2257.4,48.518476,0.307876318
1/29/2024 0:00,2257.4,2256.87,2261.03,2251.01,12.582408,0.023483852
1/28/2024 23:00,2256.87,2248.71,2259.5,2245.46,210.734232,0.362874715
1/28/2024 22:00,2248.71,2263.73,2263.73,2241.54,92.795839,-0.66350669
1/28/2024 21:00,2263.73,2262.64,2264.64,2258.67,14.812195,0.048173815
1/28/2024 20:00,2262.64,2253.34,2262.64,2249.11,19.31002,0.412720672
1/28/2024 19:00,2253.34,2260.87,2265.77,2249.26,26.695263,-0.333057628
1/28/2024 18:00,2260.87,2270.35,2270.35,2257.48,18.581053,-0.417556764
1/28/2024 17:00,2270.35,2273.99,2273.99,2263.66,24.855889,-0.160071065
1/28/2024 16:00,2273.99,2269.14,2274.03,2267.55,61.641363,0.213737363
1/28/2024 15:00,2269.14,2266.13,2276.17,2264.18,11.486859,0.132825566
1/28/2024 14:00,2266.13,2278.74,2284.81,2266.13,3.062879,-0.553375988
1/28/2024 13:00,2278.74,2269.76,2283.35,2269.76,35.835376,0.395636543
1/28/2024 12:00,2269.76,2280.57,2280.57,2269.76,4.257309,-0.474004306
1/28/2024 11:00,2280.57,2293.52,2293.98,2278.42,11.42855,-0.564634274
1/28/2024 10:00,2293.52,2296.26,2296.26,2290.09,17.657569,-0.119324467
1/28/2024 9:00,2296.26,2286.07,2300,2284.62,15.730821,0.445743131
1/28/2024 8:00,2286.07,2282.83,2289.5,2279.58,28.297615,0.141929097
1/28/2024 7:00,2282.83,2287.74,2292.96,2282.83,18.714161,-0.214622291
1/28/2024 6:00,2287.74,2288.48,2290.64,2285,8.161039,-0.032335874
1/28/2024 5:00,2288.48,2303.44,2306.67,2287.63,56.117562,-0.649463411
1/28/2024 4:00,2303.44,2287.99,2304.26,2285.01,24.150539,0.675265189
1/28/2024 3:00,2287.99,2280.14,2288,2278.66,14.857832,0.344277106
1/28/2024 2:00,2280.14,2278.16,2283.2,2277.16,5.807969,0.086912245
1/28/2024 1:00,2278.16,2266.86,2287.28,2266.86,78.805433,0.498486894
1/28/2024 0:00,2266.86,2268.28,2268.28,2264.04,60.53345,-0.062602501
1/27/2024 23:00,2268.28,2266.46,2268.29,2262.75,34.474756,0.080301439
1/27/2024 22:00,2266.46,2272.43,2273.33,2265.02,92.558867,-0.262714363
1/27/2024 21:00,2272.43,2271.57,2273.94,2267.61,12.531112,0.037859278
1/27/2024 20:00,2271.57,2272.51,2274.5,2268.88,33.754585,-0.041363954
1/27/2024 19:00,2272.51,2266.36,2276.43,2266.36,22.321554,0.271360243
1/27/2024 18:00,2266.36,2265.02,2270.78,2263.4,8.866658,0.059160626
1/27/2024 17:00,2265.02,2265.2,2267.22,2262.68,6.441167,-0.007946318
1/27/2024 16:00,2265.2,2269.54,2272.54,2265.14,12.352027,-0.191228178
1/27/2024 15:00,2269.54,2268.73,2273.68,2268.73,6.227214,0.035702794
1/27/2024 14:00,2268.73,2267.57,2273.24,2266.91,5.38164,0.051156083
1/27/2024 13:00,2267.57,2262.73,2267.57,2262.73,8.415636,0.213900907
1/27/2024 12:00,2262.73,2265.63,2269.15,2261.37,10.541699,-0.127999718
1/27/2024 11:00,2265.63,2263.96,2268.65,2263.71,14.224002,0.073764554
1/27/2024 10:00,2263.96,2265.72,2269.99,2263.96,43.360557,-0.077679501
1/27/2024 9:00,2265.72,2251.9,2266.79,2251.9,7.074609,0.613703983
1/27/2024 8:00,2251.9,2258.08,2259.91,2251.9,6.251817,-0.273683838
1/27/2024 7:00,2258.08,2264.52,2264.9,2253.99,27.567153,-0.284386978
1/27/2024 6:00,2264.52,2262.99,2266.75,2262.99,7.319161,0.067609667
1/27/2024 5:00,2262.99,2274.3,2274.3,2261.2,19.301549,-0.497295871
1/27/2024 4:00,2274.3,2272.74,2275.99,2272.74,9.526918,0.068639616
1/27/2024 3:00,2272.74,2274.6,2276.12,2269.78,171.569627,-0.081772619
1/27/2024 2:00,2274.6,2269.89,2274.6,2269.89,22.656489,0.207499042
1/27/2024 1:00,2269.89,2279.1,2281.54,2268.06,23.806226,-0.404106884
1/27/2024 0:00,2279.1,2268.65,2279.1,2267.96,11.50528,0.460626364
1/26/2024 23:00,2268.65,2267.62,2269.69,2264.64,57.498131,0.045422072
1/26/2024 22:00,2267.62,2258.4,2271.24,2258.22,83.253039,0.408253631
1/26/2024 21:00,2258.4,2259.21,2260,2252.96,186.147391,-0.035853241
1/26/2024 20:00,2259.21,2255.67,2261.79,2252.33,129.112499,0.15693785
1/26/2024 19:00,2255.67,2265.31,2265.31,2251.91,121.140138,-0.425548821
1/26/2024 18:00,2265.31,2268.46,2276.07,2263.52,83.915021,-0.138860725
1/26/2024 17:00,2268.46,2277.51,2281,2266.59,78.266467,-0.397363788
1/26/2024 16:00,2277.51,2255.76,2281.71,2255.76,89.100442,0.964198319
1/26/2024 15:00,2255.76,2256.05,2257.64,2249.31,116.661603,-0.012854325
1/26/2024 14:00,2256.05,2239.48,2256.05,2239.48,94.341898,0.739903906
1/26/2024 13:00,2239.48,2244.63,2250.24,2232.98,42.562685,-0.229436477
1/26/2024 12:00,2244.63,2252.6,2263.1,2243.1,140.430828,-0.353813371
1/26/2024 11:00,2252.6,2234.07,2258.87,2234.07,243.091426,0.829427905
1/26/2024 10:00,2234.07,2211.27,2237.49,2207.91,23.36433,1.031081686
1/26/2024 9:00,2211.27,2210.97,2221.8,2210.97,7.989524,0.013568705
1/26/2024 8:00,2210.97,2195.49,2213.55,2195.49,42.625831,0.705081781
1/26/2024 7:00,2195.49,2213.01,2213.01,2195.49,55.546633,-0.791681917
1/26/2024 6:00,2213.01,2221.99,2222.77,2210.68,43.768177,-0.404142233
1/26/2024 5:00,2221.99,2223.2,2223.2,2218.24,18.344689,-0.054426053
1/26/2024 4:00,2223.2,2221.28,2228,2221.25,22.651145,0.086436649
1/26/2024 3:00,2221.28,2226.72,2228.32,2220.47,37.172284,-0.244305526
1/26/2024 2:00,2226.72,2222.47,2236.05,2222.47,143.062999,0.191228678
1/26/2024 1:00,2222.47,2214.62,2225,2210.64,34.429914,0.354462617
1/26/2024 0:00,2214.62,2218.28,2218.28,2210.14,18.702569,-0.164992697
1/25/2024 23:00,2218.28,2220.93,2222.54,2216.7,524.741551,-0.119319384
1/25/2024 22:00,2220.93,2218.15,2220.93,2212.76,46.484803,0.125329667
1/25/2024 21:00,2218.15,2221.18,2228.69,2216.29,234.19413,-0.136413978
1/25/2024 20:00,2221.18,2216.76,2221.58,2211.59,206.333394,0.199390101
1/25/2024 19:00,2216.76,2210.41,2222.73,2205.24,44.327497,0.287277021
1/25/2024 18:00,2210.41,2201.39,2220.4,2201.39,156.58828,0.409741118
1/25/2024 17:00,2201.39,2185,2201.54,2170.42,140.014002,0.750114416
1/25/2024 16:00,2185,2188.57,2193.03,2182.17,87.070967,-0.163120211
1/25/2024 15:00,2188.57,2210.53,2212.14,2181.54,213.341587,-0.993426916
1/25/2024 14:00,2210.53,2204.81,2213.53,2200.55,122.695156,0.259432786
1/25/2024 13:00,2204.81,2208.06,2209.49,2197.49,37.019285,-0.147188029
1/25/2024 12:00,2208.06,2229.69,2232.84,2204.73,53.857756,-0.970090013
1/25/2024 11:00,2229.69,2236.9,2240.56,2229.32,18.660031,-0.322321069
1/25/2024 10:00,2236.9,2220.46,2236.9,2216.33,34.140152,0.740387127
1/25/2024 9:00,2220.46,2225.1,2226.77,2219.4,157.271602,-0.208529954
1/25/2024 8:00,2225.1,2226.4,2230,2219.56,43.918867,-0.058390226
1/25/2024 7:00,2226.4,2223.1,2226.4,2219.15,23.064734,0.148441366
1/25/2024 6:00,2223.1,2209.76,2223.83,2209.76,72.207979,0.603685468
1/25/2024 5:00,2209.76,2212.07,2212.07,2202.63,59.241314,-0.104427075
1/25/2024 4:00,2212.07,2216.46,2216.86,2208.47,14.139812,-0.198063579
1/25/2024 3:00,2216.46,2209.07,2219.42,2209.07,38.680184,0.334529915
1/25/2024 2:00,2209.07,2212.31,2216.4,2206.24,41.24989,-0.146453255
1/25/2024 1:00,2212.31,2233.27,2233.27,2209.29,158.854938,-0.938534078
1/25/2024 0:00,2233.27,2233.01,2238.44,2226.88,63.910239,0.011643477
1/24/2024 23:00,2233.01,2220.08,2236.9,2218.63,415.035556,0.582411445
1/24/2024 22:00,2220.08,2216.06,2221.9,2212.04,54.272369,0.181403031
1/24/2024 21:00,2216.06,2199.72,2216.06,2198.56,335.900617,0.742821814
1/24/2024 20:00,2199.72,2211.2,2223.75,2196.11,269.781393,-0.519175109
1/24/2024 19:00,2211.2,2214,2219.08,2205,217.244958,-0.126467931
1/24/2024 18:00,2214,2236.05,2236.32,2202.51,378.860075,-0.986113906
1/24/2024 17:00,2236.05,2240.38,2240.38,2230.73,326.32211,-0.193270784
1/24/2024 16:00,2240.38,2233.9,2243.03,2226.68,246.548607,0.290075652
1/24/2024 15:00,2233.9,2226.95,2238.48,2223.71,264.41645,0.312086037
1/24/2024 14:00,2226.95,2226.25,2241.03,2217.77,212.743031,0.03144301
1/24/2024 13:00,2226.25,2233.72,2236.15,2222.15,60.431397,-0.334419712
1/24/2024 12:00,2233.72,2241.42,2246.29,2232.68,35.969336,-0.343532225
1/24/2024 11:00,2241.42,2253.49,2253.49,2237.27,80.624349,-0.535613648
1/24/2024 10:00,2253.49,2237.65,2262.69,2237,96.404133,0.707885505
1/24/2024 9:00,2237.65,2233.79,2243.42,2233.79,28.608254,0.172800487
1/24/2024 8:00,2233.79,2233.07,2237.44,2229.98,13.012273,0.032242608
1/24/2024 7:00,2233.07,2229.77,2242.73,2227.35,14.672645,0.147997327
1/24/2024 6:00,2229.77,2221.97,2230,2218.95,76.376202,0.351039843
1/24/2024 5:00,2221.97,2212.63,2227.53,2212.63,38.858483,0.42212209
1/24/2024 4:00,2212.63,2211.03,2219.65,2211.03,24.46412,0.072364464
1/24/2024 3:00,2211.03,2220.99,2222.73,2210.99,66.007779,-0.448448665
1/24/2024 2:00,2220.99,2222.99,2231.28,2220.73,59.926751,-0.089968916
1/24/2024 1:00,2222.99,2246.54,2246.54,2220.4,119.188514,-1.048278686
